date,T2M,PRECTOTCORR,RH2M,WS2M,location
2025-10-02,-999.0,-999.0,-999.0,-999.0,Mbale_Uganda
2025-10-03,-999.0,-999.0,-999.0,-999.0,Mbale_Uganda
2020-10-04,22.44,1.06,74.4,0.77,Kampala_Uganda
2020-10-05,22.79,0.86,74.79,1.05,Kampala_Uganda
2020-10-06,22.78,1.01,73.05,0.98,Kampala_Uganda
2020-10-07,21.67,2.93,78.5,1.4,Kampala_Uganda
2020-10-08,21.9,1.56,77.89,1.43,Kampala_Uganda
2020-10-09,22.52,3.31,75.98,0.92,Kampala_Uganda
2020-10-10,20.21,14.19,87.42,1.4,Kampala_Uganda
2020-10-11,21.26,2.77,80.28,1.14,Kampala_Uganda
2020-10-12,21.54,2.24,80.07,1.38,Kampala_Uganda
2020-10-13,22.05,2.17,78.41,1.02,Kampala_Uganda
2020-10-14,20.44,6.27,85.47,1.11,Kampala_Uganda
2020-10-15,20.96,1.48,82.48,0.96,Kampala_Uganda
2020-10-16,22.1,0.41,77.44,0.99,Kampala_Uganda
2020-10-17,21.49,10.19,82.1,1.09,Kampala_Uganda
2020-10-18,20.88,9.88,84.52,1.31,Kampala_Uganda
2020-10-19,21.59,2.19,81.61,0.84,Kampala_Uganda
2020-10-20,21.67,3.63,83.14,1.34,Kampala_Uganda
2020-10-21,20.14,12.56,90.86,1.4,Kampala_Uganda
2020-10-22,19.73,9.85,89.72,1.22,Kampala_Uganda
2020-10-23,20.65,1.8,83.62,0.61,Kampala_Uganda
2020-10-24,22.52,0.09,77.31,1.02,Kampala_Uganda
2020-10-25,21.77,5.0,85.77,1.49,Kampala_Uganda
2020-10-26,21.64,2.23,85.15,1.47,Kampala_Uganda
2020-10-27,20.76,2.96,84.33,1.28,Kampala_Uganda
2020-10-28,21.83,2.64,78.57,0.94,Kampala_Uganda
2020-10-29,20.47,18.41,89.26,1.89,Kampala_Uganda
2020-10-30,20.64,1.98,83.94,0.82,Kampala_Uganda
2020-10-31,20.9,4.98,83.93,0.95,Kampala_Uganda
2020-11-01,21.59,11.11,81.01,1.32,Kampala_Uganda
2020-11-02,22.72,4.77,75.59,0.91,Kampala_Uganda
2020-11-03,22.17,17.29,82.58,1.4,Kampala_Uganda
2020-11-04,22.63,5.35,77.63,1.38,Kampala_Uganda
2020-11-05,21.95,4.31,82.51,1.48,Kampala_Uganda
2020-11-06,21.03,19.42,84.75,1.0,Kampala_Uganda
2020-11-07,21.35,5.57,83.01,0.99,Kampala_Uganda
2020-11-08,21.01,7.24,81.18,0.86,Kampala_Uganda
2020-11-09,19.94,6.55,88.91,1.38,Kampala_Uganda
2020-11-10,21.55,3.61,81.24,1.3,Kampala_Uganda
2020-11-11,21.63,0.63,83.4,1.44,Kampala_Uganda
2020-11-12,21.76,4.39,82.48,1.25,Kampala_Uganda
2020-11-13,21.8,2.77,81.86,1.17,Kampala_Uganda
2020-11-14,22.07,13.99,80.89,1.15,Kampala_Uganda
2020-11-15,22.06,3.43,79.5,1.36,Kampala_Uganda
2020-11-16,21.85,2.96,81.53,1.37,Kampala_Uganda
2020-11-17,22.67,1.26,76.14,1.52,Kampala_Uganda
2020-11-18,21.8,0.71,80.08,1.48,Kampala_Uganda
2020-11-19,22.14,0.49,77.87,1.05,Kampala_Uganda
2020-11-20,22.73,4.5,75.93,1.18,Kampala_Uganda
2020-11-21,23.0,6.03,73.44,1.27,Kampala_Uganda
2020-11-22,22.36,0.97,77.62,1.57,Kampala_Uganda
2020-11-23,22.93,3.02,77.12,1.1,Kampala_Uganda
2020-11-24,22.54,5.26,78.84,0.83,Kampala_Uganda
2020-11-25,20.19,23.31,89.74,0.94,Kampala_Uganda
2020-11-26,20.98,2.87,82.16,1.02,Kampala_Uganda
2020-11-27,20.54,37.01,88.42,0.81,Kampala_Uganda
2020-11-28,21.3,24.39,85.94,0.96,Kampala_Uganda
2020-11-29,19.57,37.72,91.84,1.83,Kampala_Uganda
2020-11-30,21.52,4.17,80.3,1.11,Kampala_Uganda
2020-12-01,22.0,0.67,75.67,1.49,Kampala_Uganda
2020-12-02,21.61,0.44,77.41,2.0,Kampala_Uganda
2020-12-03,21.9,0.19,76.42,1.58,Kampala_Uganda
2020-12-04,20.91,1.66,81.51,1.2,Kampala_Uganda
2020-12-05,21.61,0.65,76.91,1.01,Kampala_Uganda
2020-12-06,22.19,0.77,76.3,1.27,Kampala_Uganda
2020-12-07,22.3,1.87,77.64,1.21,Kampala_Uganda
2020-12-08,22.86,15.31,75.73,1.01,Kampala_Uganda
2020-12-09,22.81,21.05,74.49,1.18,Kampala_Uganda
2020-12-10,22.66,10.83,72.0,1.38,Kampala_Uganda
2020-12-11,22.78,15.61,73.18,1.41,Kampala_Uganda
2020-12-12,21.69,3.16,75.12,1.2,Kampala_Uganda
2020-12-13,22.01,0.52,67.92,1.37,Kampala_Uganda
2020-12-14,21.25,0.04,68.94,1.73,Kampala_Uganda
2020-12-15,22.37,0.01,64.68,0.87,Kampala_Uganda
2020-12-16,22.0,0.0,64.65,1.38,Kampala_Uganda
2020-12-17,22.07,0.11,69.28,1.86,Kampala_Uganda
2020-12-18,22.07,0.33,70.26,1.77,Kampala_Uganda
2020-12-19,21.25,1.59,77.27,1.55,Kampala_Uganda
2020-12-20,21.48,1.36,79.08,1.77,Kampala_Uganda
2020-12-21,21.65,4.31,79.2,1.2,Kampala_Uganda
2020-12-22,22.24,6.09,77.51,1.1,Kampala_Uganda
2020-12-23,22.54,2.35,74.8,1.21,Kampala_Uganda
2020-12-24,22.4,6.26,76.35,1.52,Kampala_Uganda
2020-12-25,22.93,7.94,72.51,1.07,Kampala_Uganda
2020-12-26,22.93,0.29,71.23,1.61,Kampala_Uganda
2020-12-27,22.45,0.01,70.79,1.68,Kampala_Uganda
2020-12-28,21.18,0.03,69.45,1.62,Kampala_Uganda
2020-12-29,22.68,0.04,67.65,1.04,Kampala_Uganda
2020-12-30,23.66,0.17,66.36,1.22,Kampala_Uganda
2020-12-31,22.06,34.01,79.71,2.31,Kampala_Uganda
2021-01-01,20.13,11.51,86.7,1.34,Kampala_Uganda
2021-01-02,20.71,18.27,83.79,0.88,Kampala_Uganda
2021-01-03,21.69,0.7,76.85,1.12,Kampala_Uganda
2021-01-04,21.54,0.73,77.83,1.66,Kampala_Uganda
2021-01-05,22.41,0.42,72.04,1.28,Kampala_Uganda
2021-01-06,21.98,0.13,72.16,1.62,Kampala_Uganda
2021-01-07,22.13,0.01,69.59,1.59,Kampala_Uganda
2021-01-08,22.43,0.0,69.57,1.79,Kampala_Uganda
2021-01-09,22.05,0.15,75.12,2.01,Kampala_Uganda
2021-01-10,20.99,2.82,82.94,1.42,Kampala_Uganda
2021-01-11,21.6,15.06,78.46,1.3,Kampala_Uganda
2021-01-12,21.9,7.98,73.94,1.48,Kampala_Uganda
2021-01-13,22.18,2.62,74.17,1.5,Kampala_Uganda
2021-01-14,22.51,2.31,75.62,1.56,Kampala_Uganda
2021-01-15,22.53,2.31,73.75,1.3,Kampala_Uganda
2021-01-16,22.05,12.76,77.83,1.35,Kampala_Uganda
2021-01-17,21.91,6.6,77.96,1.21,Kampala_Uganda
2021-01-18,22.24,3.51,76.36,2.01,Kampala_Uganda
2021-01-19,22.87,5.75,76.26,1.63,Kampala_Uganda
2021-01-20,22.4,5.25,77.55,1.8,Kampala_Uganda
2021-01-21,22.73,7.1,76.73,1.32,Kampala_Uganda
2021-01-22,23.49,3.55,73.94,1.05,Kampala_Uganda
2021-01-23,22.81,7.29,80.13,1.49,Kampala_Uganda
2021-01-24,22.92,13.69,76.16,1.27,Kampala_Uganda
2021-01-25,23.13,5.63,72.91,0.93,Kampala_Uganda
2021-01-26,22.17,1.18,73.19,1.51,Kampala_Uganda
2021-01-27,21.89,0.22,75.21,1.45,Kampala_Uganda
2021-01-28,22.48,0.22,72.53,1.22,Kampala_Uganda
2021-01-29,23.03,0.02,64.89,1.51,Kampala_Uganda
2021-01-30,22.61,0.76,72.22,1.46,Kampala_Uganda
2021-01-31,23.11,1.36,66.52,1.45,Kampala_Uganda
2021-02-01,21.22,0.06,65.28,1.69,Kampala_Uganda
2021-02-02,22.64,0.09,64.98,1.73,Kampala_Uganda
2021-02-03,23.32,1.32,65.86,0.97,Kampala_Uganda
2021-02-04,23.06,6.15,70.37,1.24,Kampala_Uganda
2021-02-05,23.12,0.56,69.0,0.84,Kampala_Uganda
2021-02-06,23.44,0.21,65.79,1.62,Kampala_Uganda
2021-02-07,22.27,0.0,63.12,2.01,Kampala_Uganda
2021-02-08,22.06,0.01,68.63,1.75,Kampala_Uganda
2021-02-09,23.1,0.3,75.26,1.42,Kampala_Uganda
2021-02-10,23.96,0.72,72.01,1.4,Kampala_Uganda
2021-02-11,22.8,2.26,77.96,1.82,Kampala_Uganda
2021-02-12,23.4,2.19,72.46,1.52,Kampala_Uganda
2021-02-13,23.06,3.38,75.68,1.01,Kampala_Uganda
2021-02-14,21.75,1.46,84.49,1.55,Kampala_Uganda
2021-02-15,23.35,4.12,75.76,1.43,Kampala_Uganda
2021-02-16,23.1,7.26,78.63,1.06,Kampala_Uganda
2021-02-17,23.41,2.23,77.4,1.34,Kampala_Uganda
2021-02-18,23.36,2.94,78.33,1.26,Kampala_Uganda
2021-02-19,23.44,5.94,75.55,0.84,Kampala_Uganda
2021-02-20,21.93,0.66,80.91,1.81,Kampala_Uganda
2021-02-21,20.81,0.02,75.94,1.53,Kampala_Uganda
2021-02-22,21.08,0.55,78.72,1.61,Kampala_Uganda
2021-02-23,21.09,2.79,78.08,1.71,Kampala_Uganda
2021-02-24,22.38,0.1,75.26,1.9,Kampala_Uganda
2021-02-25,22.36,0.19,74.05,1.68,Kampala_Uganda
2021-02-26,23.27,0.49,72.62,1.61,Kampala_Uganda
2021-02-27,23.2,0.18,71.95,1.29,Kampala_Uganda
2021-02-28,24.2,0.03,65.79,1.41,Kampala_Uganda
2021-03-01,24.03,0.22,70.05,1.64,Kampala_Uganda
2021-03-02,24.28,0.49,69.84,1.78,Kampala_Uganda
2021-03-03,24.39,0.06,70.41,1.4,Kampala_Uganda
2021-03-04,23.86,0.65,72.19,1.39,Kampala_Uganda
2021-03-05,23.75,1.96,74.19,1.14,Kampala_Uganda
2021-03-06,22.12,3.36,81.83,1.79,Kampala_Uganda
2021-03-07,23.04,1.04,74.72,1.72,Kampala_Uganda
2021-03-08,23.49,0.73,73.88,1.33,Kampala_Uganda
2021-03-09,23.27,1.19,73.98,1.53,Kampala_Uganda
2021-03-10,23.76,0.57,67.85,1.94,Kampala_Uganda
2021-03-11,24.07,0.06,67.43,2.02,Kampala_Uganda
2021-03-12,24.41,0.0,64.18,1.85,Kampala_Uganda
2021-03-13,24.63,0.01,64.45,2.1,Kampala_Uganda
2021-03-14,25.02,0.02,64.94,1.77,Kampala_Uganda
2021-03-15,23.95,0.15,71.75,1.28,Kampala_Uganda
2021-03-16,23.2,3.78,75.03,0.96,Kampala_Uganda
2021-03-17,23.12,4.19,77.59,1.24,Kampala_Uganda
2021-03-18,22.13,1.23,80.19,0.81,Kampala_Uganda
2021-03-19,23.15,2.32,74.69,1.01,Kampala_Uganda
2021-03-20,22.57,12.35,80.2,1.04,Kampala_Uganda
2021-03-21,22.15,1.72,80.94,1.58,Kampala_Uganda
2021-03-22,22.01,7.64,81.38,1.84,Kampala_Uganda
2021-03-23,22.96,1.76,76.61,1.97,Kampala_Uganda
2021-03-24,22.6,2.35,78.21,1.73,Kampala_Uganda
2021-03-25,22.38,0.81,80.07,1.73,Kampala_Uganda
2021-03-26,23.02,0.26,76.62,1.32,Kampala_Uganda
2021-03-27,21.7,0.48,76.65,1.56,Kampala_Uganda
2021-03-28,22.41,1.45,71.22,0.92,Kampala_Uganda
2021-03-29,23.07,2.89,74.11,1.44,Kampala_Uganda
2021-03-30,22.48,4.38,80.38,1.2,Kampala_Uganda
2021-03-31,21.31,24.0,85.69,1.44,Kampala_Uganda
2021-04-01,22.2,4.32,81.61,1.9,Kampala_Uganda
2021-04-02,21.89,11.65,86.33,1.21,Kampala_Uganda
2021-04-03,21.98,11.15,80.35,1.47,Kampala_Uganda
2021-04-04,20.86,9.85,87.25,1.49,Kampala_Uganda
2021-04-05,21.9,2.18,83.18,1.4,Kampala_Uganda
2021-04-06,21.4,3.12,79.98,1.26,Kampala_Uganda
2021-04-07,22.67,4.18,77.31,1.1,Kampala_Uganda
2021-04-08,21.65,4.9,85.77,1.62,Kampala_Uganda
2021-04-09,21.12,4.14,88.68,1.58,Kampala_Uganda
2021-04-10,21.72,11.35,83.5,1.62,Kampala_Uganda
2021-04-11,21.55,3.55,86.91,2.25,Kampala_Uganda
2021-04-12,20.81,7.2,88.16,1.67,Kampala_Uganda
2021-04-13,19.97,13.51,92.13,1.41,Kampala_Uganda
2021-04-14,21.61,0.43,80.47,1.06,Kampala_Uganda
2021-04-15,22.0,0.2,81.42,1.42,Kampala_Uganda
2021-04-16,22.11,0.81,82.9,1.6,Kampala_Uganda
2021-04-17,22.06,6.08,85.02,1.34,Kampala_Uganda
2021-04-18,21.64,2.6,87.8,1.38,Kampala_Uganda
2021-04-19,22.83,17.96,82.16,1.61,Kampala_Uganda
2021-04-20,21.99,6.48,85.15,1.5,Kampala_Uganda
2021-04-21,20.72,9.18,89.81,1.59,Kampala_Uganda
2021-04-22,21.65,1.59,85.83,1.7,Kampala_Uganda
2021-04-23,20.99,9.59,85.61,1.15,Kampala_Uganda
2021-04-24,20.87,11.62,83.89,1.05,Kampala_Uganda
2021-04-25,20.13,3.98,89.56,1.35,Kampala_Uganda
2021-04-26,20.75,11.55,86.2,1.43,Kampala_Uganda
2021-04-27,21.81,2.01,79.7,1.02,Kampala_Uganda
2021-04-28,21.79,0.4,81.16,1.28,Kampala_Uganda
2021-04-29,22.31,14.44,84.19,1.09,Kampala_Uganda
2021-04-30,22.44,5.96,82.58,1.03,Kampala_Uganda
2021-05-01,21.93,2.05,85.15,0.71,Kampala_Uganda
2021-05-02,22.23,1.86,83.27,1.45,Kampala_Uganda
2021-05-03,22.32,8.66,81.23,0.74,Kampala_Uganda
2021-05-04,20.84,0.81,85.76,0.9,Kampala_Uganda
2021-05-05,20.74,0.71,87.88,1.56,Kampala_Uganda
2021-05-06,21.1,8.37,85.85,1.38,Kampala_Uganda
2021-05-07,20.41,23.07,89.24,1.55,Kampala_Uganda
2021-05-08,19.95,4.37,90.81,1.14,Kampala_Uganda
2021-05-09,20.07,2.97,88.28,1.23,Kampala_Uganda
2021-05-10,20.11,4.71,87.32,1.48,Kampala_Uganda
2021-05-11,20.65,4.52,87.39,1.43,Kampala_Uganda
2021-05-12,20.07,4.48,92.33,1.16,Kampala_Uganda
2021-05-13,22.15,0.39,77.02,0.51,Kampala_Uganda
2021-05-14,21.95,1.44,83.04,1.14,Kampala_Uganda
2021-05-15,21.55,2.13,85.55,1.83,Kampala_Uganda
2021-05-16,21.89,1.07,85.09,1.29,Kampala_Uganda
2021-05-17,22.57,0.46,80.39,1.0,Kampala_Uganda
2021-05-18,21.46,0.75,86.58,1.85,Kampala_Uganda
2021-05-19,20.37,4.14,90.93,2.15,Kampala_Uganda
2021-05-20,21.23,1.22,84.1,1.18,Kampala_Uganda
2021-05-21,21.55,1.08,84.62,1.47,Kampala_Uganda
2021-05-22,22.15,1.85,83.09,1.59,Kampala_Uganda
2021-05-23,21.76,1.19,82.29,2.67,Kampala_Uganda
2021-05-24,21.28,1.37,81.06,2.99,Kampala_Uganda
2021-05-25,21.45,0.56,77.43,2.05,Kampala_Uganda
2021-05-26,20.91,0.1,81.77,2.12,Kampala_Uganda
2021-05-27,21.45,0.29,81.43,2.66,Kampala_Uganda
2021-05-28,22.41,0.08,76.68,1.48,Kampala_Uganda
2021-05-29,22.28,0.04,76.83,1.48,Kampala_Uganda
2021-05-30,21.72,0.38,82.77,1.4,Kampala_Uganda
2021-05-31,22.43,0.23,81.22,1.03,Kampala_Uganda
2021-06-01,22.24,0.02,80.17,2.01,Kampala_Uganda
2021-06-02,22.17,0.02,76.19,2.49,Kampala_Uganda
2021-06-03,21.74,0.0,78.08,1.86,Kampala_Uganda
2021-06-04,21.17,0.09,81.84,1.24,Kampala_Uganda
2021-06-05,21.34,1.02,82.88,1.3,Kampala_Uganda
2021-06-06,20.42,4.55,85.45,1.67,Kampala_Uganda
2021-06-07,20.61,0.7,82.98,1.92,Kampala_Uganda
2021-06-08,21.38,0.3,77.65,2.29,Kampala_Uganda
2021-06-09,21.61,0.09,78.05,2.23,Kampala_Uganda
2021-06-10,21.62,0.03,75.26,2.45,Kampala_Uganda
2021-06-11,21.66,0.07,74.96,2.55,Kampala_Uganda
2021-06-12,20.72,0.7,79.86,2.62,Kampala_Uganda
2021-06-13,21.82,0.04,73.06,2.87,Kampala_Uganda
2021-06-14,21.87,0.65,73.76,2.71,Kampala_Uganda
2021-06-15,21.64,1.41,77.52,1.39,Kampala_Uganda
2021-06-16,20.75,1.35,84.19,1.04,Kampala_Uganda
2021-06-17,21.52,0.44,79.05,1.33,Kampala_Uganda
2021-06-18,19.8,0.85,88.26,1.62,Kampala_Uganda
2021-06-19,20.78,0.39,80.82,2.65,Kampala_Uganda
2021-06-20,20.71,0.31,78.87,2.31,Kampala_Uganda
2021-06-21,19.65,0.61,82.32,1.65,Kampala_Uganda
2021-06-22,20.81,0.05,76.34,2.33,Kampala_Uganda
2021-06-23,21.05,0.14,75.92,2.49,Kampala_Uganda
2021-06-24,20.74,0.04,74.71,2.24,Kampala_Uganda
2021-06-25,20.35,1.08,78.1,2.11,Kampala_Uganda
2021-06-26,21.13,0.33,73.66,2.38,Kampala_Uganda
2021-06-27,21.31,0.05,71.3,2.32,Kampala_Uganda
2021-06-28,20.8,1.9,75.53,2.79,Kampala_Uganda
2021-06-29,20.63,0.77,75.18,2.95,Kampala_Uganda
2021-06-30,20.74,0.94,77.52,2.77,Kampala_Uganda
2021-07-01,21.17,0.55,75.64,1.48,Kampala_Uganda
2021-07-02,21.61,0.03,73.32,1.92,Kampala_Uganda
2021-07-03,21.42,0.46,73.12,1.84,Kampala_Uganda
2021-07-04,21.74,0.09,69.42,2.74,Kampala_Uganda
2021-07-05,21.48,0.07,69.51,2.57,Kampala_Uganda
2021-07-06,20.84,0.02,71.31,2.99,Kampala_Uganda
2021-07-07,20.97,0.08,71.08,2.34,Kampala_Uganda
2021-07-08,20.4,1.15,73.24,1.64,Kampala_Uganda
2021-07-09,20.49,1.01,77.19,2.1,Kampala_Uganda
2021-07-10,21.09,0.27,73.2,2.62,Kampala_Uganda
2021-07-11,21.5,0.11,69.54,2.91,Kampala_Uganda
2021-07-12,21.02,0.24,71.16,2.52,Kampala_Uganda
2021-07-13,21.42,0.27,72.71,1.66,Kampala_Uganda
2021-07-14,21.59,0.54,75.02,1.7,Kampala_Uganda
2021-07-15,21.65,1.5,74.79,2.83,Kampala_Uganda
2021-07-16,21.51,1.54,72.93,3.33,Kampala_Uganda
2021-07-17,20.85,0.0,69.95,3.24,Kampala_Uganda
2021-07-18,21.02,0.0,67.53,3.3,Kampala_Uganda
2021-07-19,21.28,0.01,64.53,2.82,Kampala_Uganda
2021-07-20,21.48,0.0,65.75,2.32,Kampala_Uganda
2021-07-21,21.55,0.0,70.25,2.55,Kampala_Uganda
2021-07-22,21.24,0.0,70.25,2.91,Kampala_Uganda
2021-07-23,21.34,0.0,66.24,2.52,Kampala_Uganda
2021-07-24,21.87,0.0,68.02,3.35,Kampala_Uganda
2021-07-25,21.07,0.01,65.8,3.48,Kampala_Uganda
2021-07-26,20.96,0.0,66.68,3.56,Kampala_Uganda
2021-07-27,21.01,0.0,67.23,2.83,Kampala_Uganda
2021-07-28,21.4,0.01,68.4,2.33,Kampala_Uganda
2021-07-29,22.02,0.23,67.23,2.61,Kampala_Uganda
2021-07-30,21.89,0.14,66.92,3.4,Kampala_Uganda
2021-07-31,21.74,0.03,63.91,3.65,Kampala_Uganda
2021-08-01,21.4,0.09,66.76,3.11,Kampala_Uganda
2021-08-02,21.07,0.28,72.06,1.96,Kampala_Uganda
2021-08-03,22.82,0.1,64.05,1.33,Kampala_Uganda
2021-08-04,23.42,0.2,64.82,1.43,Kampala_Uganda
2021-08-05,23.29,0.74,67.86,1.94,Kampala_Uganda
2021-08-06,23.49,0.56,66.38,2.0,Kampala_Uganda
2021-08-07,23.47,0.44,66.89,1.89,Kampala_Uganda
2021-08-08,23.87,1.13,65.13,1.43,Kampala_Uganda
2021-08-09,21.5,6.25,80.97,1.95,Kampala_Uganda
2021-08-10,21.48,3.61,78.89,1.35,Kampala_Uganda
2021-08-11,20.66,0.31,82.55,1.79,Kampala_Uganda
2021-08-12,21.91,0.34,74.08,1.29,Kampala_Uganda
2021-08-13,23.29,0.6,71.18,1.48,Kampala_Uganda
2021-08-14,20.73,3.02,83.34,1.66,Kampala_Uganda
2021-08-15,21.52,0.36,72.14,2.49,Kampala_Uganda
2021-08-16,22.48,0.25,67.22,1.9,Kampala_Uganda
2021-08-17,22.31,0.14,68.98,1.88,Kampala_Uganda
2021-08-18,22.46,0.61,71.24,1.97,Kampala_Uganda
2021-08-19,23.07,0.23,68.9,1.92,Kampala_Uganda
2021-08-20,22.72,0.6,72.15,1.96,Kampala_Uganda
2021-08-21,23.23,0.27,67.9,1.66,Kampala_Uganda
2021-08-22,22.92,0.51,68.1,1.64,Kampala_Uganda
2021-08-23,23.43,0.17,64.07,1.53,Kampala_Uganda
2021-08-24,22.93,0.18,66.64,1.16,Kampala_Uganda
2021-08-25,23.72,0.16,62.56,1.91,Kampala_Uganda
2021-08-26,24.2,0.1,60.44,1.52,Kampala_Uganda
2021-08-27,23.65,0.1,60.33,2.08,Kampala_Uganda
2021-08-28,24.06,0.01,53.34,2.54,Kampala_Uganda
2021-08-29,24.95,0.0,52.44,2.13,Kampala_Uganda
2021-08-30,23.75,0.16,67.79,1.96,Kampala_Uganda
2021-08-31,23.67,1.59,68.89,1.66,Kampala_Uganda
2021-09-01,21.42,0.66,80.47,1.03,Kampala_Uganda
2021-09-02,22.58,1.31,71.77,1.56,Kampala_Uganda
2021-09-03,21.17,11.53,80.17,1.22,Kampala_Uganda
2021-09-04,20.8,1.96,81.15,1.12,Kampala_Uganda
2021-09-05,22.4,2.53,72.06,1.0,Kampala_Uganda
2021-09-06,22.83,4.88,73.16,1.51,Kampala_Uganda
2021-09-07,23.08,0.22,70.83,1.33,Kampala_Uganda
2021-09-08,23.12,0.54,70.79,1.77,Kampala_Uganda
2021-09-09,20.87,8.46,82.34,1.8,Kampala_Uganda
2021-09-10,20.13,1.91,86.4,1.29,Kampala_Uganda
2021-09-11,21.63,0.98,75.66,1.78,Kampala_Uganda
2021-09-12,22.15,0.43,71.64,2.02,Kampala_Uganda
2021-09-13,21.84,3.77,74.01,1.62,Kampala_Uganda
2021-09-14,23.49,0.6,65.37,1.43,Kampala_Uganda
2021-09-15,24.39,1.38,63.52,0.96,Kampala_Uganda
2021-09-16,24.1,4.63,67.18,1.06,Kampala_Uganda
2021-09-17,23.2,5.76,74.99,1.4,Kampala_Uganda
2021-09-18,21.0,7.6,82.55,2.01,Kampala_Uganda
2021-09-19,21.2,11.15,80.89,1.37,Kampala_Uganda
2021-09-20,21.76,3.4,77.94,1.66,Kampala_Uganda
2021-09-21,22.76,1.02,71.82,1.1,Kampala_Uganda
2021-09-22,20.9,3.6,79.9,1.07,Kampala_Uganda
2021-09-23,22.3,0.33,71.52,1.68,Kampala_Uganda
2021-09-24,21.41,2.44,80.22,2.14,Kampala_Uganda
2021-09-25,21.41,3.49,77.95,1.92,Kampala_Uganda
2021-09-26,22.5,0.36,71.65,1.27,Kampala_Uganda
2021-09-27,21.99,0.53,75.17,1.41,Kampala_Uganda
2021-09-28,23.42,1.79,70.74,1.21,Kampala_Uganda
2021-09-29,23.76,0.89,67.31,1.01,Kampala_Uganda
2021-09-30,22.85,1.31,73.28,1.35,Kampala_Uganda
2021-10-01,23.85,0.72,68.34,0.92,Kampala_Uganda
2021-10-02,23.54,8.04,73.17,0.81,Kampala_Uganda
2021-10-03,21.15,4.64,83.49,1.46,Kampala_Uganda
2021-10-04,21.55,1.05,78.31,1.23,Kampala_Uganda
2021-10-05,23.25,1.82,71.01,0.94,Kampala_Uganda
2021-10-06,21.87,1.56,81.44,1.15,Kampala_Uganda
2021-10-07,22.97,0.88,70.32,1.57,Kampala_Uganda
2021-10-08,24.14,1.21,63.72,0.96,Kampala_Uganda
2021-10-09,23.67,0.71,71.89,1.38,Kampala_Uganda
2021-10-10,23.92,0.93,69.22,1.04,Kampala_Uganda
2021-10-11,23.25,3.5,73.47,1.35,Kampala_Uganda
2021-10-12,21.0,4.59,83.14,1.52,Kampala_Uganda
2021-10-13,22.04,0.69,73.49,1.44,Kampala_Uganda
2021-10-14,23.98,0.64,65.99,1.06,Kampala_Uganda
2021-10-15,23.78,5.56,70.82,1.14,Kampala_Uganda
2021-10-16,23.72,1.09,69.18,0.94,Kampala_Uganda
2021-10-17,24.12,0.65,69.41,1.32,Kampala_Uganda
2021-10-18,23.33,1.77,73.87,1.33,Kampala_Uganda
2021-10-19,22.62,3.92,80.39,1.52,Kampala_Uganda
2021-10-20,22.29,5.56,81.56,1.68,Kampala_Uganda
2021-10-21,21.27,23.81,85.83,0.95,Kampala_Uganda
2021-10-22,21.79,2.78,80.76,1.45,Kampala_Uganda
2021-10-23,23.33,1.45,71.3,1.22,Kampala_Uganda
2021-10-24,24.28,0.1,66.26,1.48,Kampala_Uganda
2021-10-25,24.35,0.21,67.73,1.38,Kampala_Uganda
2021-10-26,24.78,1.42,64.11,1.51,Kampala_Uganda
2021-10-27,23.12,4.05,74.33,1.72,Kampala_Uganda
2021-10-28,21.95,13.6,81.55,0.9,Kampala_Uganda
2021-10-29,22.73,2.32,76.11,1.18,Kampala_Uganda
2021-10-30,22.54,2.6,77.71,1.7,Kampala_Uganda
2021-10-31,23.46,3.94,74.12,1.41,Kampala_Uganda
2021-11-01,23.19,0.41,71.9,1.64,Kampala_Uganda
2021-11-02,22.53,9.65,75.87,1.34,Kampala_Uganda
2021-11-03,22.19,15.66,79.46,0.93,Kampala_Uganda
2021-11-04,21.55,22.28,81.32,1.05,Kampala_Uganda
2021-11-05,22.01,8.14,78.05,1.12,Kampala_Uganda
2021-11-06,22.04,17.69,80.97,0.85,Kampala_Uganda
2021-11-07,21.78,3.36,83.98,1.04,Kampala_Uganda
2021-11-08,22.07,1.11,80.32,0.9,Kampala_Uganda
2021-11-09,20.96,1.16,85.26,1.21,Kampala_Uganda
2021-11-10,22.21,1.32,78.98,1.14,Kampala_Uganda
2021-11-11,22.9,7.97,76.77,0.95,Kampala_Uganda
2021-11-12,21.78,0.9,79.36,0.95,Kampala_Uganda
2021-11-13,22.72,0.59,76.51,1.36,Kampala_Uganda
2021-11-14,23.56,0.2,70.51,1.16,Kampala_Uganda
2021-11-15,23.47,0.14,69.64,1.46,Kampala_Uganda
2021-11-16,22.23,10.73,78.8,1.25,Kampala_Uganda
2021-11-17,23.04,0.71,74.65,1.31,Kampala_Uganda
2021-11-18,22.7,0.97,76.15,1.27,Kampala_Uganda
2021-11-19,23.05,0.68,73.21,1.55,Kampala_Uganda
2021-11-20,22.22,1.89,76.41,0.88,Kampala_Uganda
2021-11-21,21.74,11.34,83.57,1.18,Kampala_Uganda
2021-11-22,22.22,11.09,78.84,1.27,Kampala_Uganda
2021-11-23,22.99,1.28,73.48,1.44,Kampala_Uganda
2021-11-24,22.95,4.22,76.22,1.41,Kampala_Uganda
2021-11-25,21.27,67.64,86.31,1.2,Kampala_Uganda
2021-11-26,21.05,4.33,84.93,1.34,Kampala_Uganda
2021-11-27,21.28,4.18,86.08,1.47,Kampala_Uganda
2021-11-28,21.72,1.1,81.07,1.6,Kampala_Uganda
